Customer No.,Customer Name
C0026544,ΙΝΑ & ΣΙΑ ΕΕ
C0026545,GLOBAL NET ΠΡΑΚΤΟΡΕΣ ΑΣΦΑΛΙΣΕΩΝ ΕΠΕ
C0026549,ΕΛΛΗΝΙΚΑ ΛΑΧΕΙΑ Α.Ε.
C0026550,DENCO ΣΤΑΤΙΚΕΣ ΜΕΛΕΤΕΣ ΙΚΕ
C0026554,ΙΚΑΡΟΣ LABCHEM ΙΚΕ
C0026556,ΛΕΠΙΡΟΓΛΟΥ Φ & ΣΙΑ ΟΕ
C0026558,ΜΙΧΑΛΟΠΟΥΛΟΣ ΟΕ
C0026560,ΤΣΙΤΟΥΡΙΔΟΥ ΑΜ Ι.Κ.Ε
C0026561,TEMOS ΕΛΛΑΣ ΕΠΕ
C0026563,ΩΡΙΩΝΑΣ ΑΕΒΕ
C0026576,GRENA M. IKE
C0026577,ΠΑΝΤΕΛΟΠΟΥΛΟΣ Π ΜΙΧΑΛΟΠΟΥΛΟΣ Ι ΟΕ
C0026578,ΠΑΠΑΓΡΙΒΑ ΕΛΕΝΗ&ΣΙΑ ΕΕ
C0026583,BIOLAB ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε
C0026590,ΚΑΡΝΑ ΕΛΛΑΣ Μ. ΕΠΕ
C0026591,ΜΑΝΟΥΣΑΚΗΣ ΝΙΚΟΛΑΟΣ ΕΠΕ
C0026592,ΠΑΣΑΠΟΡΤΗΣ Α.Α.  ΟΕ
C0026593,PRIMA VISTA I.K.E.
C0026594,ΠΑΠΑΓΙΑΝΝΗΣ-ΠΑΥΛΑΚΗ ΟΕ
C0026595,LAKOMO & ΣΙΑ ΕΕ
C0026596,POLISAN ΕΛΛΑΣ Α.Ε
C0026602,ΚΥΡΚΟΣ - ΑΛΑΦΟΔΗΜΟΣ ΙΚΕ_MARPOINT
C0026605,ΚΟΥΤΣΟΥΚΟΣ Α-ΞΥΔΑΚΗ Ε. & ΣΙΑ ΟΕ
C0026609,ΜΙΚΡΟΣΥΣΚΕΥΕΣ ΚΡΗΤΗΣ ΜΟΝ.ΙΚΕ
C0026612,ΛΑΜΔΑ STAR  ΜΟΝ AE
C0026616,PVMAINT Ι.Κ.Ε.
C0026619,NORITEK ΕΛΛΑΣ ΤΕΧΝΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟ
C0026620,DECOPROFIL ΜΟΝ. ΙΚΕ
C0026621,ΠΑΝΑΓΙΩΤΙΔΗΣ ΙΚΕ
C0026622,ΟΙΚΟΓΕΝΕΙΑ ΚΑΛΟΪΔΑ Ι.Κ.Ε
C0026630,ΣΙΔΗΡΟΠΟΥΛΟΣ ΙΟΡΔΑΝΗΣ & ΣΙΑ ΟΕ
C0026631,ΜΑΥΡΙΔΗΣ Κ. ΣΑΡΑΝΤΟΠΟΥΛΟΥ Α. & ΣΙΑ ΟΕ
C0026632,ΣΑΜΑΡΑΣ ΙΩΑΝΝΗΣ & ΣΙΑ ΕΕ
C0026633,ΑΝΔΡΕΟΠΟΥΛΟΣ ΑΘ.  Ο.Ε.
C0026634,ΦΟΥΡΙΚΗΣ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ -CONTITOOLS
C0026643,ΣΤΑΡΕΝΙΟΣ ΔΗΜΗΤΡΗΣ Ι.Κ.Ε.
C0026644,ΦΙΛΙΠΠΟΣ ΜΠΑΡΡΥ ΑΣΦΑΛΙΣΤΙΚΕΣ ΥΠΗΡ ΜΕΠΕ
C0026645,ΣΙΔΕΡΑΚΗΣ ΜΠΕΤΟΝ ΙΚΕ
C0026648,ATRON HEALTH AE
C0026649,DISCOVER GREEK CULTURE AE
C0026651,ΤΡΟΝΙΚ ΤΡΟΦΙΜΑ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ Ε
C0026654,ΠΑΠΑΡΗΣ Α. ΓΕΩΡΓΙΟΣ & ΣΙΑ Ο.Ε
C0026655,ΠΥΛΩΝΑΣ ΑΤΕ
C0026656,ΣΕΡΦΟΣ Α-ΚΑΖΑΝΗΣ Α. ΚΑΙ ΣΙΑ ΟΕ
C0026657,ΙΩΣΗΦΙΔΗΣ ΑΓΑΘΑΓΓΕΛΟΣ ΙΚΕ
C0026663,REGAL ΜΕΤΑΛΛΟΥΡΓΙΑ ΜΟΝ Α.Ε.
C0026665,VEPHARM AE
C0026666,ΤΣΙΠΟΥΡΗ ΑΛΕΞΙΑ ΚΑΙ ΣΙΑ   ΕΕ
C0026668,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.
C0026670,ΛΙΑΣΚΟΣ ΝΙΚΟΣ ΕΠΕ
C0026671,Κ ΓΡΙΜΜΑΣ ΚΑΙ ΣΙΑ ΕΕ
C0026675,FUNKMARTINI ΥΠΗΡΕΣΙΕΣ ON LINE ΚΡΑΤΗΣΕΩΝ ΜΟΝΟΠΡΟΣΩΠ
C0026677,MONETO IKE
C0026678,SYSTEMED ATHENS SA
C0026680,ΜΑΤΙΑΤΟΣ Δ. - ΒΑΣΙΛΟΠΟΥΛΟΣ Δ. ΟΕ
C0026682,PRIME SYNERGY PRIVATE COMPANY
C0026683,HOSPITALITY TECHNOLOGY EXPERTS PC
C0026684,ARGOTEC ΑΒΕΕ
C0026685,ΜΑΝΔΑΛΗΣ ΑΘΑΝΑΣΙΟΣ & ΣΙΑ ΟΕ
C0026688,ΗΛΕΚΤΡΟΦΩΤΙΣΜΟΣ ΠΑΡΟΥ ΟΕ
C0026691,ΕΚΔΟΣΕΙΣ ΚΥΡΙΑΚΙΔΗ ΜΟΝ. ΙΚΕ (Π.ΔΕΞΙΑΣ)
C0026693,ΑΥΓΟΥΣΤΑΚΗΣ ΓΕΩΡΓΙΟΣ ΚΑΙ ΣΙΑ ΟΕ
C0026695,MERKOUROPOULOS MEDICAL PC
C0026698,ΕΓΓΟΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΜΟΝ/ΠΗ Ι.Κ.Ε.
C0026699,ΔΙΕΣΗ ΙΑΤΡΙΚΗ ΔΙΑΜΕΣΟΛΑΒΗΤΙΚΗ ΕΠΕ
C0026700,TNC GROUP IKE
C0026703,ALPHA TRADING SA ΑΛΦΑ ΕΜΠΟΡΙΑ ΔΕΡΜΑΤΙΝΩΝ
C0026707,ΗΛΕΚΤΡΑΓΟΡΑ ΣΑΡΑΚΗΣ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙ
C0026709,Α.ΚΡΗΤΙΚΟΥ-Λ.ΚΡΗΤΙΚΟΥ
C0026710,INNOVATIVE MEDICAL
C0026711,ΑΚΤΕΞΑ ΑΕ
C0026712,ΘΕΟΔΟΣΗ Α. & ΠΟΤΑΜΙΤΗ Δ. Ο.Ε.
C0026714,S.MEDICAL PC
C0026715,ΚΛΗΜΗΣ ΜΟΝ.ΙΚΕ
C0026716,ΠΡΑΠΑΣ &ΣΙΑ Ο.Ε
C0026719,ΚΥΡΙΑΚΙΔΗΣ CYLINDER ΜΟΝ. Ι.Κ.Ε.
C0026720,ΣΑΒΒΙΔΗΣ ΜΟΝ ΙΚΕ
C0026721,ΠΑΝΑΓΟΥΛΗ ΟΕ
C0026722,MEGAPACK ΜΟΝ. ΕΠΕ
C0026723,ΒΑΒΟΥΡΑΚΗΣ ΗΛΕΚΤΡΟΦΩΤΙΣΜΟΣ ΙΚΕ
C0026724,ADVICE WATERTECH ΜΟΝ. ΙΚΕ
C0026726,ΡΑΔΙΟΦ/ΚΕΣ & ΤΗΛ/ΚΕΣ ΕΠΙΧ/ΣΕΙΣ  JDK ΙΚΕ
C0026727,ΜΕΓΑΚΛΗΣ Π.ΣΟΛΩΜΟΣ Μ.ΕΠΕ
C0026733,ΑΛΕΞΟΠΟΥΛΟΥ ΕΛΕΝΗ ΜΟΝ. ΕΠΕ
C0026734,ΥΔΡΟΣΠΙΡΑΛ Α.Ε.
C0026735,WELCOME ΕΠΕ
C0026736,ΥΓΕΙΑ SHOP ΙΚΕ
C0026740,ΘΕΟΧΑΡΟΠΟΥΛΟΣ Α.& Γ. Ο.Ε.
C0026741,ΤΑΤΣΗΣ ΕΥΑΓΓΕΛΟΣ-ΤΑΤΣΗ ΣΟΦΙΑ ΟΕ -ALTER EGO
C0026742,ΓΑΛΑΖΟΥΛΑ ΑΦΟΙ
C0026746,ΚΕΣΑΝΛΗΣ ΑΕΒΕ
C0026749,ΚΡΕΑΤΙΒΑ  ΙΚΕ
C0026752,AUTOLOGIC CAR SERVICE
C0026754,ΓΚΑΤΣΟΥ-ΠΑΝΤΕΛΗΣ ΑΕ_HELLENIC FERRY SERVI
C0026755,QUALIMETRIX
C0026758,ΜΑΚΕΔΟΝΙΑ ΠΑΛΛΑΣ Α.Ε.
C0026760,THE XPERTS ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ
C0026761,ΕΛΛΑΓΡΟΛΙΠ ΑΕΒΕ
C0026762,ΚΑΤΣΟΥΡΙΝΗ ΑΦΟΙ ΟΕ
C0026763,NEWEST ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ
C0026768,ΑΥΓΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
C0026769,ΚΕΝΤΡΟ ΕΞΟΠΛΙΣΜΟΥ ΟΕ
C0026770,ΣΙΓΜΑ ΤΕΧΝΟΛΟΓΙΕΣ ΠΛΗΡΟΦΟΡΙΚΗΣ ΑΕ
C0026773,K.K. .TRUCKS AE
C0026774,PERCEPTION ΣΥΜΒΟΥΛΕΥΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ
C0026775,ΓΑΡΟΥΦΑΛΙΑΣ ΕΜΜΑΝΟΥΗΛ ΚΑΙ ΣΙΑ ΟΕ
C0026777,FILA ΕΛΛΑΣ ΑΕ
C0026783,ΚΑΡΑΜΠΑΣ Χ ΟΕ
C0026784,ΟΛΟΚΛΗΡΩΜΕΝΗ ΣΥΛΛΟΓΙΚΗ ΕΝΑΛΛΑΚΤΙΚΗ ΔΙΑΧΕΙΡΙΣΗ ΣΥΣΣ
C0026785,ΣΙΔΕΡΗΣ Χ & ΣΙΑ  Ε.Ε
C0026788,ΟΠΤΙΚΑ ΔΗΜΗΤΡΙΑΔΗ
C0026789,ΜΟΥΣΟΥΝΤΑΣ ΙΩΑΝΝΗΣ ΜΠΑΝΗΣ Β ΟΕ
C0026796,ΛΑΜΔΑ CENTRAL AE
C0026797,SOUTH EAST AIGAION
C0026801,VENALKO TECHNOLOGIES I.K.E.
C0026803,ΜΑΡΤΗΣ Ι.Κ.Ε
C0026804,THE GREEK SUPPLIERS ΙΚΕ
C0026807,ΒΑΛΤΣΑΝΗΣ & ΣΙΑ ΟΕ
C0026808,KIEFER TEK ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
C0026809,REPLANT ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ
C0026811,PLANO2 ΑΝΑΠΤΥΞΗΣ ΙΚΕ
C0026813,ΑΣΗΜΑΚΟΠΟΥΛΟΥ Α.-.ΜΠΑΚΟΓΙΑΝΝΗ Α.ΟΕ
C0026817,ΕΜΠΕΔΟΣ ΜΙΚΕ
C0026820,HOBBY TRANS ΜΟΝ ΙΚΕ
C0026821,THE MIS ΕΠΕ
C0026824,PA INNOVATION A.E GRECOTEL EVA PALACE
C0026825,ΓΙΑΝΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΙΩΑΝΝΗΣ ΟΕ
C0026827,IQSHOP  Ο.Ε.
C0026828,ΠΟΛΥΚΑΝΔΡΙΩΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΕΕ
C0026830,AUDIT OPINION ΟΡΚΩΤΟΙ ΕΛΕΓΚΤΕΣ ΙΚΕ
C0026831,SHOP AND Co Μ. ΕΠΕ
C0026833,STARK MICK ΙΚΕ
C0026834,"Ι.ΙΩΑΝΝΙΔΗΣ-Γ,ΤΟΓΑΣ"
C0026838,ΛΑΤΟΜΕΙΑ ΑΣΒΕΣΤΟΛΙΘΟΣ Α.Ε
C0026841,ΛΟΥΜΠΡΙΚΕΜΟ ΕΛΛΑΣ ΕΕ
C0026846,ΡΙΚΑΒΕΡ Ο.Ε.
C0026847,JHT HELLAS AE
C0026849,PIT STOP ΜΙΚΕ
C0026867,ΚΟΛΙΑΚΟΣ Δ.-ΡΙΖΟΣ Δ. ΟΕ
C0026869,ΚΡΗΤΙΚΟΣ ΚΟΜΒΟΣ ΜΟΝ ΙΚΕ
C0026871,AEGEAN FOOD IKE
C0026872,ARCHITECTIUS RHODIAE IKE
C0026873,ΝΤΕΒΕΡΓΚΟ ΕΛΛΑΣ ΙΚΕ
C0026874,BIDCARS  ΔΙΑΧ.ΟΧΗΜΑΤΩΝ ΜΟΝ.ΙΚΕ
C0026880,ΚΟΥΡΤΑΚΗΣ ΑΝΤΩΝΙΟΣ
C0026881,ΠΡΕΔΑΡΗΣ ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΙΑ
C0026886,ΑΧΤΣΙΔΗΣ ΜΙΧΑΗΛ - ΠΛΕΣΣΑΣ ΣΠΥΡΟΣ Ο.Ε
C0026888,ΓΙΑΝΝΑΚΗΣ Γ ΚΑΙ ΣΙΑ ΕΕ
C0026892,ΚΑΡΑΜΗΤΣ0Υ ΕΙΡΗΝΗ & ΑΝΝΑ
C0026894,SMART POWER M. IKE
C0026895,PANDORA MEDICAL IKE
C0026906,ΤΣΙΛΟΓΙΑΝΝΗΣ
C0026907,HAHAHA ΙΚΕ
C0026911,PACK 4 YOU I.K.E
C0026912,ΜΠΟΥΡΓΟΥ ΑΦΟΙ ΟΕ
C0026913,ΥΔΡΩ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ
C0026915,ΜΗΝΔΡΙΝΟΥ ΣΟΦΙΑ & ΣΙΑ ΟΕ
C0026917,A4 ENGINEERS PC
C0026918,F SIX & ΣΙΑ ΕΕ
C0026923,ΑΓΓΕΛΟΠΟΥΛΟΣ ΧΡ. & ΣΙΑ ΕΕ
C0026925,ALPHA AUTOTEAM ΑΕ
C0026926,ΑΚΟΥΣΤΙΚΑ ΚΕΝΤΡΑ ΚΟΜΟΤΗΝΗΣ Ο.Ε
C0026929,E-JEWELTOOLS.GR OE
C0026931,ΑΛΕΞΙΑΔΗΣ Κ ΙΚΕ
C0026938,ΚΗΠΟΙ ΚΑΡΔΙΤΣΑΣ ΑΕ
C0026940,ΝΟΥΛΗΣ ΜΑΡΓΑΡΙΤΗΣ ΑΥΤΟΜΑΤΙΣΜΟΙ ΓΡΑΦΕΙΟΥ ΑΝΩΝΥΜΗ ΕΤ
C0026943,ΚΕΤΖΕΤΖΗΣ Σ. - ΦΟΥΡΛΗΣ Γ. Ο.Ε
C0026946,ΤΑ ΘΑΥΜΑΤΑ ΤΗΣ ΤΥΧΗΣ ΙΚΕ
C0026947,IASSIS MEDICAL ΜΟΝ ΕΠΕ
C0026950,e-programma
C0026952,HEALTH  AND IASIS  MEDICAL  PRODUCTS
C0026954,ΑΓΓΕΛΑΤΟΣ Γ. - ΒΟΥΤΣΙΝΑ Ρ. Ο.Ε
C0026955,ΓΕΡΟΝΙΚΟΛΟΣ ΛΑΛΑΚΟΣ ΑΣΦ /ΚΕΣ ΥΠ ΙΚΕ
C0026957,HAPPY MOMMY HAPPY BABY ΙΚΕ
C0026958,ΙΝΤΖΙΔΟΥ Ν. & ΣΙΑ Ε.Ε.
C0026965,REMARC INTERNATIONAL S.M.P.C.
C0026966,HANERGY GLOBAL SOLAR POWER (GREECE) AE
C0026970,ΚΟΚΚΑΛΗ Ε & ΑΦΟΙ Ε. ΟΕ-BAGIE.GR
C0026972,ΚΑΣΤΑΝΙΩΤΗΣ ΣΤ.-ΚΑΣΤΑΝΙΩΤΗΣ Δ. Ο.Ε.
C0026973,ΔΡΥΜΑΛΙΤΗΣ Ν. - ΧΑΒΙΑΡΙΔΟΥ Α. & ΣΙΑ ΟΕ
C0026974,GREECE TRAVEL COORPORATION ΕΠΕ
C0026981,ΣΑΡΗΓΙΑΝΝΗΣ Ε.-ΚΑΛΑΪΤΖΑΚΗ Π. ΟΕ
C0026984,ΘΕΜΕΛΗΣ ΣΤΕΦΑΝΟΣ ΚΑΙ ΣΙΑ ΕΕ BIKE LOUNGE
C0026986,ΕΦΟΔΙΑ ΚΑΡΙΕΡΑΣ Ι.Κ.Ε
C0026988,JLT AUDIO HELLAS ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.
C0026994,ΕΜΒΡΥΟ ΠΡΟΓΕΝΝΗΤΙΚΟΣ ΕΛΕΓΧΟΣ ΙΚΕ
C0027001,CLEVER SERVICES ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ
C0027003,HILLCON BUILD GROUP
C0027006,ELECTROHOUSE SINGLE MEMBER P.C
C0027008,ALPHATECH AEBE
C0027009,ΚΟΚΚΟΒΑΣ ΒΑΣΙΛΕΙΟΣ ΧΡ.  ΜΟΝ.ΙΚΕ
C0027015,THE SKYSPIRITS  COMPANY ΜΟΝ. ΕΠΕ
C0027016,ΑΦΟΙ ΠΟΘΗΤΟΥ Ο.Ε.
C0027017,UNICARDIO
C0027020,INVICTA ΜΟΝ ΙΚΕ
C0027022,EUROLEARNING ΚΕΔΙΒΙΜ 2
C0027024,ΣΤΑΥΡΙΑΝΟΣ ΙΩΑΝΝΗΣ Γ. & ΣΙΑ ΟΕ
C0027032,GREAT-TRADE EXHIBITIONS & EXPORTS CONSUL
C0027037,RAF NEW ERA Ι.Κ.Ε.
C0027038,Τ & Τ ΙΚΕ
C0027040,ΜΕΤΑΞΑ ΜΑΡΙΝΑ ΚΑΙ ΣΙΑ Ε.Ε.
C0027044,DELIKARIS SPORT AE
C0027047,AAMBIENCE ΥΠΗΡΕΣΙΕΣ  ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε.
C0027052,ΥΓΕΙΑ ΛΑΣΙΘΙΟΥ ΙΔΙΩΤΙΚΟ ΔΙΑΓΝΩΣΤΙΚΟ
C0027053,DOORS4U & INC Ε.Ε.
C0027054,NOVAMED BIOMEDICAL ΙΚΕ
C0027055,ΜΑΓΑΛΙΟΥ ΑΓΑΠΗ-ΜΑΓΑΛΙΟΣ ΚΩΝ.ΝΟΣ ΟΕ
C0027057,ΠΑΝΤΕΛΑΚΗΣ Ι.ΜΙΧΑΛΗΣ Μ.ΕΠΕ
C0027058,GRGENESIS FACILITIES ΙΔΙΩΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΠΑΡΟΧΗΣ Υ
C0027061,ΓΕΝΟΔΙΑΓΝΩΣΗ ΙΔΙΩΤ.ΔΙΑΓΝ. ΕΡΓΑΣΤΗΡΙΟ ΙΚΕ
C0027062,ΚΟΥΡΟΥΠΗ Α.-ΚΑΚΑΒΙΑΤΟΥ Μ.ΟΕ_E-OUTFIT.COM
C0027063,ΖΕΚΙΟΣ ΑΘΑΝΑΣΙΟΣ-ΠΑΝΤΕΛΗ ΚΑΛΛΙΟΠΗ ΟΕ
C0027064,ΜΑΝΕΤΑ ΑΦΟΙ ΕΕ
C0027066,ΜΟΥΣΕΙΟ ΦΥΣΙΚΗΣ ΙΣΤΟΡΙΑ ΣΜΕΤΕΩΡΩΝ
C0027069,ΧΑΡΙΔΗΜΟΣ&ΣΤΥΛΙΑΝΗ ΧΑΤΖΗΔΑΚΗ ΕΠΕ
C0027070,AKFA ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ & ΕΜΠΟΡΙΚΗ ΕΤΑΙ
C0027071,ΙΑΤΡΙΚΗ ΒΙΟ-ΔΙΑΓΝΩΣΗ
C0027072,ΚΑΛΟΓΕΡΗΣ ΚΑΝΕΛΛΟΣ & ΣΙΑ ΟΕ
C0027077,DENTINOR HELLAS ΜΟΝ ΙΚΕ
C0027080,ΤΖΩΝΗΣ ΚΑΡΑΒΑΣΙΛΗΣ ΟΕ HAPPY GUYS ATHENS
C0027081,ΗΛΕΚΤΡΟΦΩΤΙΣΜΟΣ ΜΥΚΟΝΟΥ
C0027082,ERMIS-PRIMAPACK ΕΠΕ
C0027086,ΝΑΖΙΡΗΣ ΠΑΝΑΓΙΩΤΗΣ-ΝΑΖΙΡΗ ΜΑΓΔΑΛΗΝΗ ΟΕ
C0027088,ODEON INBOUND GREECE
C0027090,DIOLKOS DEVELOPMENT IKE
C0027091,ΑΠΟΣΤΟΛΟΥ & ΣΙΑ ΕΕ
C0027094,AVRAMIS CO E E
C0027096,ONEIRON HOSPITALITY & MARKET. SERV. ΙΚΕ
C0027104,SMARTECH MONIKE
C0027105,ΚΗΠΟΤΕΧΝΙΚΗ ΠΑΡΟΥ ΙΚΕ
C0027106,ΜΑΡΑΓΚΟΥΔΑΚΗ ΕΛΕΥΘΕΡΙΑ ΜΟΝ/ΠΗ ΙΚΕ
C0027108,ΤΟΠΙΚΗ ΠΑΡΑΓΩΓΗ ΚΑΙ ΦΙΛΟΞΕΝΙΑ ΑΕ
C0027109,PAPER KING Μ. ΙΚΕ
C0027110,DTS INCOMING HELLAS AE
C0027112,ΧΑΜΠΙΔΟΥ Α.&Α. Ο.Ε. (HLN)
C0027115,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ Γ.-ΜΙΧΕΑΣ Α. ΟΕ
C0027118,ΜΠΑΡΜΠΕΡΑΚΗΣ ΕΥΑΓΓΕΛΟΣ ΕΕ-XARTOPOLIS
C0027121,DYNAME IKE
C0027122,ΙΟΝΙΟΣ ΕΚΠΑΙΔΕΥΤΙΚΗ
C0027123,BE  INSURANCE  AGENTS AND COORDINATORS  ΑΕ
C0027125,A S K ΦΑΡΜΑΚΕΥΤΙΚΗ  ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ
C0027126,IBO MARACA Ι.Κ.Ε.
C0027130,ΙΩΑΝΝΟΥ Δ. ΙΚΕ
C0027136,P.M.S HELLAS ΜΑΥΡΙΔΗ Ν. ΙΚΕ
C0027141,ΤΡΑΞΙΟΝ ΕΛΑΣΤΙΚΑ ΜΟΝ ΙΚΕ
C0027142,D.N.C INTERNATIONAL O.E
C0027144,"GREEN FEED, EMΠOPIA ZΩOTPOΦΩN, XHMIKΩN, KTHNIATPIK"
C0027145,VENTURE TECH I.KE.
C0027146,BABYCHARM OE
C0027150,ΑΤΕΝΕΙΑ  ΙΚΕ
C0027151,LYRO DENTAL CLINIC SINGLE MEMBER P.C
C0027152,ΜΠΙΓΚ ΤΡΑΒΕΛ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ
C0027154,ΕΥΔΟΞΟΣ ΤΕΧΝΙΚΗ ΙΚΕ
C0027157,ACCESS TO GENOME ATG IKE
C0027158,FEMME FANATIQUE ΑΙΜΙΛΙΑ ΚΑΝΤΑ & ΣΙΑ ΟΕ
C0027160,ΑΦΟΙ ΓΕΩΡΓΙΟΥ ΤΣΑΒΔΑΡΙΔΗ Ο Ε
C0027162,ΜΑΣΑΛΑΣ ΑΝΤΩΝΙΟΣ & ΣΙΑ ΕΕ
C0027163,PSN WEB OE
C0027164,ΤΟΥΡΙΣΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΤΛΑΝΤΙΣ
C0027167,SUN OFF IKE
C0027170,HBU OE
C0027173,ΜΠΟΣΚΟΣ ΙΚΕ - BOSKOS FOOD
C0027176,CREATIVE FORCE O.E. OASIS PUBLICATIONS
C0027178,ΑΓΡΙΜΑΝΑΚΗΣ ΓΙΩΡΓΟΣ ΚΑΙ ΣΙΑ ΟΕ
C0027181,ΜΕΛΛΟΥ Α.  ΧΡΙΣΤΟΠΟΥΛΟΥ Ε. ΟΕ TH(E)CIG C
C0027182,ΘΕΟΧΑΡΗ ΜΑΡΓΑΡΙΤΑ & ΣΙΑ Ε.Ε.
C0027185,ΜΑΔΕΡΣ ΒΙΖΙΟΝ Ε.Ε.
C0027187,ΓΕΩΡΓΙΟΣ ΣΤΥΛΙΑΝΙΔΗΣ  & ΣΙΑ Ο.Ε.
C0027190,ΟΠΤΟΔΥΝΑΜΙΚΗ ΑΕ
C0027191,ΣΩΤΗΡΙΟΥ Α.-ΣΩΤΗΡΙΟΥ Χ. ΟΕ (HITECH STORE)
C0027196,ΦΙΛΙΟΣ Α ΚΑΙ Κ ΟΕ
C0027198,ΝΟΥΛΑΣ Ν. ΑΕ
C0027202,CREATIVE PHARMA SERVICES ΑΕ
C0027204,ΕΛΒΕΝ ΓΕΝΙΚΗ ΑΝΑΚ/ΣΗ Μ ΙΚΕ Π ΜΥΛΩΝΟΠΟΥΛΟ
C0027207,REDCONVE ΜΟΝ. ΙΚΕ
C0027208,CICERO ΔΙΑΦΗΜΙΣΤΙΚΗ ΑΕ
C0027212,ΠΕΤΡΙΔΗΣ ΙΩΑΝΝΗΣ & ΣΙΑ ΟΕ
C0027213,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚ. & ΣΙΑ Ο.Ε.
C0027228,ΕΠΑΔΥΜ Α.Ε.
C0027229,ΒΙΟΤΖΑ ΑΒΕΕ
C0027231,ΙΠΠΟΔΡΟΜΙΕΣ ΑΕ
C0027232,ΠΛΑΤΩΝ ΙΔΙΩΤΙΚΑ ΠΟΛΥΙΑΤΡΕΙΑ  ΔΙΑΓΝΩΣΤΙΚΑ ΕΡΓΑΣΤΗΡΙ
C0027238,ΛΙΝΔΙΑ ΑΚΤΗ Τ.Ξ.Ν.Ε.Ε.Α.Ε.
C0027239,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΟΝ. ΙΚΕ
C0027240,ΔΗΜΟΠΟΥΛΟΣ Α. & ΣΙΑ ΕΕ
C0027241,ΚΟΥΦΑΚΗΣ Ν  ΤΣΙΚΑΛΑΚΗΣ Π  ΟΕ
C0027247,ΠΡΟΒΑΤΑΚΗΣ ΙΩΑΝΝΗΣ
C0027248,ΚΥΡΟΥΔΗΣ Γ. & ΣΙΑ ΟΕ
C0027253,ΠΑΠΑΚΑΛΟΔΟΥΚΑΣ Γ&ΣΙΑ Ο.Ε.
C0027254,P AND D SOFTWARE IKE
C0027255,ΠΗΤΤΑΣ ΑΘΑΝΑΣΙΟΣ ΜΟΝ. ΙΚΕ
C0027256,LANAMER ΙΚΕ
C0027259,ΣΤΑΜΑΤΗΣ ΧΑΡΑΛΑΜΠΟΣ & ΣΙΑ ΟΕ (MJT)
C0027260,INTERMOTO M ΕΠΕ
C0027263,VITANET BUSINESS SOLUTIONS ΑΕ
C0027265,OFFICESHOP ΟΕ
C0027269,SPATHARAS GROUP ΜΟΝ. ΙΚΕ
C0027270,ΤΣΑΜΠΛΑΚΟΣ ΑΝΤΩΝΙΟΣ & ΣΙΑ Ο.Ε
C0027271,ΠΑΠΑΔΟΠΟΥΛΟΣ Ε & ΣΙΑ ΕΕ
C0027272,ΧΡΙΣΤΟΦΟΡΟΣ & ΜΥΡΣΙΝΗ ΔΕΡΕ Ι.Κ.Ε
C0027273,ΛΕΜΟΝΙΔΗΣ Ι. & ΥΙΟΣ ΟΕ
